Навзание проекта,Клиент,Менеджер,Отсрочка,Статья ОПиУ,Статья ДДС,Начислено с НДС,Наличие НДС,Сумма НДС,Начислено без НДС,"ИТОГО, реализация за минуоом штрафа",Оплачено аванс 1,Дата аванса,Оплачено аванс 2,Дата аванса,"УДЕРЖАНИЯ, штрафы",Окончательный расчет,Дата окончательного расчета,Осталось получить по проекту,Дата начала работ,Дата окончания проекта,Дата планового окончания проекта,месяц планового окончания работ,Дата планового поступления ДС,месяц планвого поступления  ДС,Месяц окончания проекта,Год окончания проекта,Продолжительность проекта,ДАТА УПД,Дата выставления акта,Месяц выставления акта,Дата подписания акта,№ Акта,статус акта,Срок подписание акта по п 4.6,,Регион,Статус оплаты,Оплачено,Источник
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"287 048,06",5%,"13 668,96","273 379,10","287 048,06",,,,,,,,"287 048,06",20.04.2026,19.05.2026,19.05.2026,5,18.06.2026,6,5,2026,29,19.05.2026,25.05.2026,,,упд 110,на подписи,09.01.1900,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:133+Uchet:22
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"425 589,99",5%,"20 266,19","405 323,80","425 589,99",,,,,,,,"425 589,99",20.04.2026,19.05.2026,19.05.2026,5,18.06.2026,6,5,2026,29,19.05.2026,25.05.2026,,,упд 109,на подписи,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:134+Uchet:23
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"228 370,58",5%,"10 874,79","217 495,79","228 370,58",,,,,,,,"228 370,58",20.04.2026,19.05.2026,19.05.2026,5,18.06.2026,6,5,2026,29,19.05.2026,25.05.2026,,,упд 108,на подписи,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:135+Uchet:24
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"575 041,20",5%,"27 382,91","547 658,29","575 041,20",,,,,,,,"575 041,20",20.04.2026,19.05.2026,19.05.2026,5,,,5,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:136
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"287 784,93",5%,"13 704,04","274 080,88","287 784,93",,,,,,,,"287 784,93",20.04.2026,19.05.2026,19.05.2026,5,,,5,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:137
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"461 430,77",5%,"21 972,89","439 457,88","461 430,77",,,,,,,,"461 430,77",20.04.2026,19.05.2026,19.05.2026,5,18.06.2026,6,5,2026,29,19.05.2026,03.06.2026,,,упд 115,на подписи,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:138+Uchet:27
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),"932 969,73",5%,"44 427,13","888 542,60","932 969,73",,,,,,,,"932 969,73",20.04.2026,19.05.2026,19.05.2026,5,,,5,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:139
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 486 782,15",5%,"70 799,15","1 415 983,00","1 486 782,15",,,,,,,,"1 486 782,15",01.05.2026,31.05.2026,31.05.2026,5,,,5,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:140
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"267 264,32",5%,"12 726,87","254 537,45","267 264,32",,,,,,,,"267 264,32",01.05.2026,31.05.2026,31.05.2026,5,,,5,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:141
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"749 636,11",5%,"35 696,96","713 939,15","749 636,11",,,,,,,,"749 636,11",01.05.2026,31.05.2026,31.05.2026,5,,,5,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:142
ЖК Утес,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"218 229,04",5%,"10 391,86","207 837,18","218 229,04",,,,,,,,"218 229,04",01.05.2026,31.05.2026,31.05.2026,5,15.07.2026,7,5,2026,30,02.06.2026,03.06.2026,,,упд 120,на подписи,,,Екатеринбург,Не оплачено,"0,00",merge:bez_ryb_NK:143+Uchet:35
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"529 581,35",5%,"25 218,16","504 363,19","529 581,35",,,,,,,,"529 581,35",01.05.2026,31.05.2026,31.05.2026,5,,,5,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:144
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 560 971,98",5%,"74 332,00","1 486 639,98","1 560 971,98",,,,,,,,"1 560 971,98",20.05.2026,19.06.2026,19.06.2026,6,,,6,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:145
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 077 308,12",5%,"51 300,39","1 026 007,73","1 077 308,12",,,,,,,,"1 077 308,12",20.05.2026,19.06.2026,19.06.2026,6,,,6,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:146
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"950 000,00",5%,"45 238,10","904 761,90","950 000,00",,,,,,,,"950 000,00",20.05.2026,19.06.2026,19.06.2026,6,,,6,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:147
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"677 663,74",5%,"32 269,70","645 394,04","677 663,74",,,,,,,,"677 663,74",20.05.2026,19.06.2026,19.06.2026,6,19.07.2026,7,6,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:148+Uchet:42
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"713 043,88",5%,"33 954,47","679 089,41","713 043,88",,,,,,,,"713 043,88",20.05.2026,19.06.2026,19.06.2026,6,19.07.2026,7,6,2026,30,,,,,,,09.01.1900,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:149+Uchet:43
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"459 100,14",5%,"21 861,91","437 238,23","459 100,14",,,,,,,,"459 100,14",20.05.2026,19.06.2026,19.06.2026,6,19.07.2026,7,6,2026,30,,,,,,,09.01.1900,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:150+Uchet:44
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"335 188,08",5%,"15 961,34","319 226,74","335 188,08",,,,,,,,"335 188,08",20.05.2026,19.06.2026,19.06.2026,6,19.07.2026,7,6,2026,30,,,,,,,09.01.1900,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:151+Uchet:45
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"287 048,06",5%,"13 668,96","273 379,10","287 048,06",,,,,,,,"287 048,06",20.05.2026,19.06.2026,19.06.2026,6,19.07.2026,7,6,2026,30,,,,,,,09.01.1900,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:152+Uchet:46
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"425 589,99",5%,"20 266,19","405 323,80","425 589,99",,,,,,,,"425 589,99",20.05.2026,19.06.2026,19.06.2026,6,19.07.2026,7,6,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:153+Uchet:47
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"228 370,58",5%,"10 874,79","217 495,79","228 370,58",,,,,,,,"228 370,58",20.05.2026,19.06.2026,19.06.2026,6,19.07.2026,7,6,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:154+Uchet:48
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"575 041,20",5%,"27 382,91","547 658,29","575 041,20",,,,,,,,"575 041,20",20.05.2026,19.06.2026,19.06.2026,6,,,6,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:155
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"287 784,93",5%,"13 704,04","274 080,88","287 784,93",,,,,,,,"287 784,93",20.05.2026,19.06.2026,19.06.2026,6,,,6,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:156
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"461 430,77",5%,"21 972,89","439 457,88","461 430,77",,,,,,,,"461 430,77",20.05.2026,19.06.2026,19.06.2026,6,19.07.2026,7,6,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:157+Uchet:67
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),"932 969,73",5%,"44 427,13","888 542,60","932 969,73",,,,,,,,"932 969,73",20.05.2026,19.06.2026,19.06.2026,6,,,6,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:158
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 486 782,15",5%,"70 799,15","1 415 983,00","1 486 782,15",,,,,,,,"1 486 782,15",01.06.2026,30.06.2026,30.06.2026,6,,,6,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:159
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"267 265,32",5%,"12 726,92","254 538,40","267 265,32",,,,,,,,"267 265,32",01.06.2026,30.06.2026,30.06.2026,6,,,6,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:160
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"749 636,11",5%,"35 696,96","713 939,15","749 636,11",,,,,,,,"749 636,11",01.06.2026,30.06.2026,30.06.2026,6,,,6,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:161
ЖК Утес,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"218 229,04",5%,"10 391,86","207 837,18","218 229,04",,,,,,,,"218 229,04",01.06.2026,30.06.2026,30.06.2026,6,14.08.2026,8,6,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",merge:bez_ryb_NK:162+Uchet:52
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"529 581,35",5%,"25 218,16","504 363,19","529 581,35",,,,,,,,"529 581,35",01.06.2026,30.06.2026,30.06.2026,6,,,6,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:163
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 560 971,98",5%,"74 332,00","1 486 639,98","1 560 971,98",,,,,,,,"1 560 971,98",20.06.2026,19.07.2026,19.07.2026,7,,,7,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:164
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 077 308,12",5%,"51 300,39","1 026 007,73","1 077 308,12",,,,,,,,"1 077 308,12",20.06.2026,19.07.2026,19.07.2026,7,,,7,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:165
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"950 000,00",5%,"45 238,10","904 761,90","950 000,00",,,,,,,,"950 000,00",20.06.2026,19.07.2026,19.07.2026,7,,,7,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:166
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"677 663,74",5%,"32 269,70","645 394,04","677 663,74",,,,,,,,"677 663,74",20.06.2026,19.07.2026,19.07.2026,7,18.08.2026,8,7,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:167+Uchet:59
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"713 043,88",5%,"33 954,47","679 089,41","713 043,88",,,,,,,,"713 043,88",20.06.2026,19.07.2026,19.07.2026,7,18.08.2026,8,7,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:168+Uchet:60
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"459 100,14",5%,"21 861,91","437 238,23","459 100,14",,,,,,,,"459 100,14",20.06.2026,19.07.2026,19.07.2026,7,18.08.2026,8,7,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:169+Uchet:61
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"335 188,08",5%,"15 961,34","319 226,74","335 188,08",,,,,,,,"335 188,08",20.06.2026,19.07.2026,19.07.2026,7,18.08.2026,8,7,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:170+Uchet:62
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"287 048,06",5%,"13 668,96","273 379,10","287 048,06",,,,,,,,"287 048,06",20.06.2026,19.07.2026,19.07.2026,7,18.08.2026,8,7,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:171+Uchet:63
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"425 589,99",5%,"20 266,19","405 323,80","425 589,99",,,,,,,,"425 589,99",20.06.2026,19.07.2026,19.07.2026,7,18.08.2026,8,7,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:172+Uchet:64
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"228 370,58",5%,"10 874,79","217 495,79","228 370,58",,,,,,,,"228 370,58",20.06.2026,19.07.2026,19.07.2026,7,18.08.2026,8,7,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:173+Uchet:65
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"575 041,20",5%,"27 382,91","547 658,29","575 041,20",,,,,,,,"575 041,20",20.06.2026,19.07.2026,19.07.2026,7,,,7,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:174
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"287 784,93",5%,"13 704,04","274 080,88","287 784,93",,,,,,,,"287 784,93",20.06.2026,19.07.2026,19.07.2026,7,,,7,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:175
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"461 430,77",5%,"21 972,89","439 457,88","461 430,77",,,,,,,,"461 430,77",20.06.2026,19.07.2026,19.07.2026,7,18.08.2026,8,7,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:176+Uchet:88
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),"932 969,73",5%,"44 427,13","888 542,60","932 969,73",,,,,,,,"932 969,73",20.06.2026,19.07.2026,19.07.2026,7,,,7,2026,29,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:177
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 486 782,15",5%,"70 799,15","1 415 983,00","1 486 782,15",,,,,,,,"1 486 782,15",01.07.2026,31.07.2026,31.07.2026,7,,,7,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:178
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"267 266,32",5%,"12 726,97","254 539,35","267 266,32",,,,,,,,"267 266,32",01.07.2026,31.07.2026,31.07.2026,7,,,7,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:179
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"749 636,11",5%,"35 696,96","713 939,15","749 636,11",,,,,,,,"749 636,11",01.07.2026,31.07.2026,31.07.2026,7,,,7,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:180
ЖК Утес,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"218 229,04",5%,"10 391,86","207 837,18","218 229,04",,,,,,,,"218 229,04",01.07.2026,31.07.2026,31.07.2026,7,14.09.2026,9,7,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",merge:bez_ryb_NK:181+Uchet:72
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"529 581,35",5%,"25 218,16","504 363,19","529 581,35",,,,,,,,"529 581,35",01.07.2026,31.07.2026,31.07.2026,7,,,7,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:182
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 560 971,98",5%,"74 332,00","1 486 639,98","1 560 971,98",,,,,,,,"1 560 971,98",20.07.2026,19.08.2026,19.08.2026,8,,,8,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:183
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 077 308,12",5%,"51 300,39","1 026 007,73","1 077 308,12",,,,,,,,"1 077 308,12",20.07.2026,19.08.2026,19.08.2026,8,,,8,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:184
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"950 000,00",5%,"45 238,10","904 761,90","950 000,00",,,,,,,,"950 000,00",20.07.2026,19.08.2026,19.08.2026,8,,,8,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:185
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"677 663,74",5%,"32 269,70","645 394,04","677 663,74",,,,,,,,"677 663,74",20.07.2026,19.08.2026,19.08.2026,8,18.09.2026,9,8,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:186+Uchet:79
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"713 043,88",5%,"33 954,47","679 089,41","713 043,88",,,,,,,,"713 043,88",20.07.2026,19.08.2026,19.08.2026,8,18.09.2026,9,8,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:187+Uchet:80
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"459 100,14",5%,"21 861,91","437 238,23","459 100,14",,,,,,,,"459 100,14",20.07.2026,19.08.2026,19.08.2026,8,18.09.2026,9,8,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:188+Uchet:81
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"335 188,08",5%,"15 961,34","319 226,74","335 188,08",,,,,,,,"335 188,08",20.07.2026,19.08.2026,19.08.2026,8,18.09.2026,9,8,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:189+Uchet:82
ЖК Новое К,ООО Самолет - Сервис СПБ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"287 048,06",5%,"13 668,96","273 379,10","287 048,06",,,,,,,,"287 048,06",20.07.2026,19.08.2026,19.08.2026,8,18.09.2026,9,8,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:190+Uchet:83
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"425 589,99",5%,"20 266,19","405 323,80","425 589,99",,,,,,,,"425 589,99",20.07.2026,19.08.2026,19.08.2026,8,18.09.2026,9,8,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:191+Uchet:84
ЖК Астрид,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"228 370,58",5%,"10 874,79","217 495,79","228 370,58",,,,,,,,"228 370,58",20.07.2026,19.08.2026,19.08.2026,8,18.09.2026,9,8,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:192+Uchet:85
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"575 041,20",5%,"27 382,91","547 658,29","575 041,20",,,,,,,,"575 041,20",20.07.2026,19.08.2026,19.08.2026,8,,,8,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:193
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"287 784,93",5%,"13 704,04","274 080,88","287 784,93",,,,,,,,"287 784,93",20.07.2026,19.08.2026,19.08.2026,8,,,8,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:194
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"461 430,77",5%,"21 972,89","439 457,88","461 430,77",,,,,,,,"461 430,77",20.07.2026,19.08.2026,19.08.2026,8,18.09.2026,9,8,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:195+Uchet:109
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),"932 969,73",5%,"44 427,13","888 542,60","932 969,73",,,,,,,,"932 969,73",20.07.2026,19.08.2026,19.08.2026,8,,,8,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:196
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 486 782,15",5%,"70 799,15","1 415 983,00","1 486 782,15",,,,,,,,"1 486 782,15",01.08.2026,31.08.2026,31.08.2026,8,,,8,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:197
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"267 267,32",5%,"12 727,02","254 540,30","267 267,32",,,,,,,,"267 267,32",01.08.2026,30.08.2026,30.08.2026,8,,,8,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:198
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"749 636,11",5%,"35 696,96","713 939,15","749 636,11",,,,,,,,"749 636,11",01.08.2026,31.08.2026,31.08.2026,8,,,8,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:199
ЖК Утес,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"218 229,04",5%,"10 391,86","207 837,18","218 229,04",,,,,,,,"218 229,04",01.08.2026,31.08.2026,31.08.2026,8,15.10.2026,10,8,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",merge:bez_ryb_NK:200+Uchet:92
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"529 581,35",5%,"25 218,16","504 363,19","529 581,35",,,,,,,,"529 581,35",01.08.2026,31.08.2026,31.08.2026,8,,,8,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",bez_ryb_NK:201
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 560 971,98",5%,"74 332,00","1 486 639,98","1 560 971,98",,,,,,,,"1 560 971,98",20.08.2026,19.09.2026,19.09.2026,9,,,9,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:202
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 077 308,12",5%,"51 300,39","1 026 007,73","1 077 308,12",,,,,,,,"1 077 308,12",20.08.2026,19.09.2026,19.09.2026,9,,,9,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:203
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"950 000,00",5%,"45 238,10","904 761,90","950 000,00",,,,,,,,"950 000,00",20.08.2026,19.09.2026,19.09.2026,9,,,9,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",bez_ryb_NK:204
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"677 663,74",5%,"32 269,70","645 394,04","677 663,74",,,,,,,,"677 663,74",20.08.2026,19.09.2026,19.09.2026,9,19.10.2026,10,9,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:205+Uchet:99
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"713 043,88",5%,"33 954,47","679 089,41","713 043,88",,,,,,,,"713 043,88",20.08.2026,19.09.2026,19.09.2026,9,19.10.2026,10,9,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:206+Uchet:100
ЖК Новое К,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"459 100,14",5%,"21 861,91","437 238,23","459 100,14",,,,,,,,"459 100,14",20.08.2026,19.09.2026,19.09.2026,9,19.10.2026,10,9,2026,30,,,,,,,,,Санкт-Петербург,Не оплачено,"0,00",merge:bez_ryb_NK:207+Uchet:101
